0.30716500 1.88648000 8.30679000 -97780.56467107 -1306.70215503 -175690.63808541
5.76986000 0.57304900 3.23121000 -79739.04008866 5480.94062430 -34737.75360186
-9.38056000 1.67488000 -3.40300000 96247.20038569 -14902.08560479 23530.17620554
-3.27910000 5.58744000 -9.60495000 77451.59315547 -45229.41464907 204458.52272434
3.02961000 8.14626000 -1.70361000 -51530.18020554 -88231.33519886 -11265.00666987
4.59132000 -4.26095000 -9.84344000 -41561.98683007 28831.07823124 88477.69721351
7.44134000 -5.52584000 -0.94088900 -97302.02780151 16512.03013534 -9985.50976081
3.42856000 -3.27284000 7.70913000 -9700.18728430 32481.26628838 -71487.52594802
6.53734000 5.36483000 -8.66688000 -78261.07196017 3365.52271817 35889.29853735
-8.05989000 -0.12252300 -9.95231000 53010.00888216 48466.05436003 85101.21047979
-0.76405500 5.09952000 2.50122000 27509.46889271 -52187.49024329 -1900.98238367
-6.44080000 9.52537000 5.03175000 40848.50519009 -68558.43336454 -30880.85039436
-2.00422000 1.52348000 6.70843000 113639.93891841 19273.06922250 -5711.64343461
4.78591000 0.84910400 -0.15979700 -47518.59390663 -3088.97838330 -33529.84073419
-1.15206000 5.31450000 -7.42095000 -54479.91562528 -7589.61805299 55438.39367117
6.76251000 -3.21162000 7.75548000 -44930.42894444 18558.87806867 -55188.43870539
-0.00794689 -3.66315000 5.96057000 -8131.32903385 42056.80519687 -98384.11929122
7.63313000 0.93347500 -0.91452300 -98002.54511348 964.93358034 -5134.40872222
1.95462000 9.08878000 -3.07133000 2336.58769212 -130558.16772792 41025.11236181
0.27852400 5.21925000 -3.00266000 -9443.10331715 -47096.57340541 -2640.07797540
-5.92287000 5.28783000 -2.80592000 64325.85503259 -55480.24783653 30763.95659452
-7.19220000 -2.09123000 -5.60165000 74324.82787519 45612.02411239 35583.31437746
5.34588000 6.82150000 1.70684000 -80914.68245883 -58908.68645318 -19383.39472781
7.50706000 8.46294000 8.27968000 -39267.98539326 -49902.27238806 -49939.18270964
-2.65578000 -2.92130000 7.79560000 -2355.17985234 63022.21683738 -90867.24832989
3.49519000 3.56108000 6.37552000 -86979.55657166 -27596.61879024 -82806.73357553
-3.99852000 0.74875200 -3.87655000 51578.04971629 3969.65377957 -55.82441184
-8.28703000 0.91008800 6.62786000 89397.63441713 -24474.32814187 -49165.12132910
-4.09827000 -3.99891000 -6.86728000 34705.73327929 78312.28507028 62936.62587523
1.44923000 -2.73658000 -3.18363000 -26907.40070810 -18660.97961875 34038.75383323
-3.19116000 -5.51023000 5.44083000 8314.91330093 49619.54015353 -73622.14929856
-5.51243000 -2.92959000 -3.78563000 37916.46022742 62488.89037539 9010.25488898
-0.66874400 -0.95635900 7.33859000 -20221.06165725 88801.65377752 -88012.42992894
-7.96276000 -9.92182000 -2.63053000 36922.10260776 71129.42594715 28894.00925897
0.99342100 9.58390000 7.26869000 -11215.11572110 -83168.36116481 -68203.30746157
-6.19370000 3.57312000 9.44483000 91454.80559175 -6937.85001172 -86842.14833773
4.70075000 4.48199000 -2.08110000 -74845.47076589 -37372.04666742 6866.54539364
9.94572000 -3.20696000 5.25238000 -74746.18545735 20470.51900404 -11008.85002648
3.03156000 -9.13112000 0.85802200 -32471.76856515 138084.85331806 -60488.10254883
-7.13674000 -7.03092000 5.32841000 -953.80519041 46716.20810040 -36336.21571853
9.18716000 -0.28737700 -2.77931000 -120039.88831601 22200.46106881 29326.95414604
-3.36272000 -0.09134020 -7.51583000 17914.49076716 7943.68219436 92510.75568403
-2.98838000 -0.51761100 4.13094000 -204740.72726558 -231837.60043054 -370864.37791085
-0.85665100 -6.66356000 0.71778600 57769.28419134 122291.91027052 8817.16154237
8.31053000 3.15033000 -3.32821000 -103264.42853021 -39263.64102543 32364.42028147
-7.26502000 -1.72122000 -0.78195700 42086.68257834 -5253.15680360 -7351.83241600
2.70069000 2.22379000 -8.94715000 -49187.22184709 -32968.92576216 124372.09895772
0.62090300 -3.52643000 1.35221000 -12885.36078890 35817.92301274 -146838.41985631
-6.73893000 7.67327000 -2.38992000 47737.46805719 -88563.62742067 19282.16749025
-2.85130000 5.57675000 -7.98491000 142952.81920107 -62853.89511216 133231.55522795
-8.61964000 -3.92688000 -0.71356700 91044.45842814 64253.10285701 8745.66518556
-1.53007000 -0.61931100 -3.76080000 14224.98357692 5057.59783965 14081.99409588
0.75860000 7.68652000 4.22150000 138798.08516843 -14146.02167171 -79147.58320193
9.83021000 6.06572000 6.21449000 -56403.50278205 -31808.56150278 -32359.83709405
1.83892000 8.16512000 3.75093000 -110748.58835253 -117906.81454190 21672.21218788
-9.49002000 9.21555000 -8.86288000 43011.21827061 -44482.04858272 37880.36539731
-9.16863000 5.07731000 0.83454000 81656.59064445 -41774.12765375 -31839.49335593
-1.47728000 -4.73278000 8.03371000 -5972.75599389 48809.03016120 -82798.63151784
8.95693000 8.67110000 -3.20460000 -66546.66586869 -48179.61748049 6298.28266089
-3.33882000 -0.88670200 3.62324000 35446.51295447 14965.24049871 -27766.89715616
0.07756010 8.13313000 -7.24897000 -10236.35436919 -109172.92457564 43861.74926536
3.46665000 -0.11412900 -3.64982000 -74387.05704350 -19392.14820971 15620.04293049
-9.62670000 -7.14536000 5.30219000 101322.28747538 43526.57862493 -49584.39819032
-5.85133000 -7.68953000 7.06190000 -19167.96591527 72770.37596263 -101094.77711209
1.75373000 2.82150000 4.04004000 -31554.31225165 -3782.43566833 4513.06662164
1.84894000 -9.77049000 -4.17755000 3893.48328598 114807.66508102 40202.90058171
2.33289000 -5.19661000 3.16768000 -98561.03786831 34862.84931567 -88908.48388377
-0.69893600 -4.50230000 1.65219000 124351.29271131 93186.53702661 -62594.83360462
-2.53338000 4.59605000 7.57525000 -51667.64857586 -66097.48583826 -6307.60346674
7.40833000 -9.00358000 -2.52591000 -131312.21102845 20179.36632561 43137.34565626
-9.02483000 -7.62205000 1.35915000 58151.31701415 66678.10218731 8350.27583965
9.83447000 -1.58631000 6.55113000 -74996.84689347 -19349.33833539 -40662.76031651
4.93204000 -7.48951000 0.27113100 -119783.00267777 75314.70555693 -68472.38053517
-8.91243000 9.23599000 -2.40718000 82635.00530046 -93765.06629303 12633.21106602
0.30227000 -6.80029000 3.66727000 -4197.02182479 90408.64056100 -84512.71729349
-8.29287000 1.10883000 -9.78984000 104822.51110108 -230343.62405533 46708.94203984
9.93164000 -9.82851000 8.93210000 -31602.27004142 31586.48193589 -29695.38977953
-3.90096000 -8.96714000 -5.62801000 32211.49043567 78830.23729611 42187.78521952
-4.51722000 3.67455000 -3.92362000 36923.34891103 -48286.47592335 192.43790053
-5.31395000 3.19088000 -5.81513000 82304.60935912 -32575.11380960 84780.09401206
7.45188000 -0.15652000 -6.53717000 -84546.15460046 594.32541094 48331.16669411
3.32702000 -6.02473000 -5.88475000 -69654.39082321 59349.79497362 107468.31780679
3.13176000 -5.08372000 -1.31945000 -101623.38021576 -1843.28566467 -5596.29577223
-6.62588000 -1.70850000 6.38756000 57622.63209165 10027.53994870 -60720.18789728
3.74368000 8.29008000 -9.28474000 -34491.88190121 -51081.78834664 63227.97983468
-3.90720000 4.67731000 8.59818000 66289.61672437 -63582.34639121 -103242.05379409
1.51860000 -5.57143000 -3.77272000 17482.04334162 75280.74513570 46807.92522792
0.98750200 -2.95209000 0.24640900 -72827.28774709 -87022.14168218 112025.07532582
5.99619000 -9.88599000 -2.25428000 -5684.58871364 112562.91366172 13995.15535635
-6.35509000 8.54925000 -5.13627000 45605.92742031 -88953.16743586 56641.81174695
7.72444000 4.60058000 -7.26603000 -91974.66361408 -13845.86410344 19484.75867321
2.28461000 0.55621100 -7.01793000 -44464.44906013 -12434.20154232 91502.52056234
-0.13441900 3.14367000 6.58444000 -30269.96252716 -68172.90738458 -51836.72247283
7.44033000 8.92845000 -9.41127000 -70602.20060093 -46315.50274464 38387.96096918
2.99079000 -7.04727000 -0.41311200 -57982.88423022 112049.28851933 -44825.02092122
-6.48639000 -3.97319000 7.94867000 30488.89004275 43371.10533186 -100851.04774682
7.30589000 -9.67132000 -0.08688150 -73589.06564591 67119.03330518 -59752.35428787
-5.09934000 5.03393000 -0.48926300 24856.86191368 -48537.45058053 -29317.75717492
9.62754000 9.74674000 -8.31317000 -79962.84172829 -47248.82543660 7232.71490903
-0.87990900 1.44769000 7.43567000 -71342.92884575 47351.02208541 -142710.73485350
