0 0 0
0.00499952 0.00498925 0.00499505
0.00999803 0.00995701 0.00998022
0.0149955 0.0149033 0.0149555
0.0199918 0.0198282 0.0199209
0.0249868 0.0247316 0.0248764
0.0299806 0.0296137 0.0298221
0.034973 0.0344744 0.0347578
0.0399639 0.0393139 0.0396837
0.0449534 0.044132 0.0445998
0.0499412 0.0489288 0.049506
0.0549274 0.0537045 0.0544023
0.0599118 0.0584589 0.0592888
0.0648945 0.0631921 0.0641655
0.0698752 0.0679042 0.0690323
0.074854 0.0725952 0.0738893
0.0798308 0.0772651 0.0787365
0.0848055 0.081914 0.0835738
0.0897781 0.0865419 0.0884013
0.0947484 0.0911487 0.0932191
0.0997164 0.0957347 0.098027
0.104682 0.1003 0.102825
0.109645 0.104844 0.107613
0.114606 0.109367 0.112392
0.119564 0.113869 0.117161
0.12452 0.118351 0.12192
0.129473 0.122812 0.126669
0.134423 0.127252 0.131408
0.13937 0.131672 0.136138
0.144314 0.136071 0.140858
0.149255 0.140449 0.145568
0.154194 0.144806 0.150268
0.159129 0.149144 0.154959
0.164061 0.15346 0.15964
0.168989 0.157756 0.164311
0.173915 0.162032 0.168973
0.178837 0.166287 0.173625
0.183756 0.170522 0.178267
0.188671 0.174737 0.182899
0.193582 0.178931 0.187522
0.19849 0.183105 0.192135
0.203395 0.187259 0.196738
0.208295 0.191393 0.201332
0.213192 0.195506 0.205916
0.218085 0.199599 0.21049
0.222974 0.203673 0.215055
0.227859 0.207726 0.21961
0.232739 0.211759 0.224156
0.237616 0.215773 0.228692
0.242489 0.219766 0.233218
0.247357 0.22374 0.237735
0.252221 0.227693 0.242242
0.25708 0.231627 0.246739
0.261936 0.235541 0.251227
0.266786 0.239436 0.255705
0.271632 0.24331 0.260174
0.276474 0.247166 0.264633
0.281311 0.251001 0.269083
0.286143 0.254817 0.273523
0.29097 0.258613 0.277953
0.295793 0.26239 0.282374
0.30061 0.266148 0.286786
0.305423 0.269886 0.291188
0.310231 0.273604 0.29558
0.315033 0.277304 0.299963
0.319831 0.280984 0.304337
0.324623 0.284645 0.308701
0.32941 0.288286 0.313055
0.334192 0.291909 0.3174
0.338968 0.295512 0.321736
0.343739 0.299096 0.326062
0.348504 0.302661 0.330379
0.353264 0.306207 0.334686
0.358018 0.309735 0.338984
0.362767 0.313243 0.343273
0.36751 0.316732 0.347552
0.372247 0.320203 0.351822
0.376979 0.323655 0.356082
0.381704 0.327088 0.360334
0.386424 0.330502 0.364575
0.391138 0.333898 0.368808
0.395845 0.337275 0.373031
0.400547 0.340633 0.377245
0.405242 0.343973 0.381449
0.409932 0.347294 0.385644
0.414615 0.350597 0.38983
0.419291 0.353882 0.394007
0.423962 0.357148 0.398174
0.428626 0.360396 0.402332
0.433283 0.363625 0.406481
0.437934 0.366836 0.41062
0.442579 0.370029 0.414751
0.447217 0.373204 0.418872
0.451848 0.376361 0.422984
0.456473 0.3795 0.427086
0.461091 0.38262 0.43118
0.465702 0.385723 0.435264
0.470306 0.388807 0.43934
0.474903 0.391874 0.443406
0.479493 0.394923 0.447463
0.484077 0.397954 0.45151
0.488653 0.400967 0.455549
0.493222 0.403963 0.459579
0.497784 0.40694 0.463599
0.502339 0.409901 0.467611
0.506886 0.412843 0.471613
0.511426 0.415768 0.475606
0.515959 0.418675 0.479591
0.520485 0.421565 0.483566
0.525003 0.424438 0.487532
0.529513 0.427293 0.491489
0.534016 0.430131 0.495437
0.538512 0.432951 0.499377
0.542999 0.435754 0.503307
0.547479 0.43854 0.507228
0.551952 0.441309 0.51114
0.556416 0.44406 0.515044
0.560873 0.446795 0.518938
0.565322 0.449512 0.522824
0.569763 0.452212 0.5267
0.574195 0.454896 0.530568
0.57862 0.457562 0.534427
0.583037 0.460212 0.538277
0.587446 0.462845 0.542118
0.591847 0.46546 0.54595
0.596239 0.46806 0.549774
0.600623 0.470642 0.553589
0.604999 0.473208 0.557394
0.609366 0.475757 0.561192
