5.15358000 5.94324000 9.15339000 -3070.30351106 -2704.42652623 -14944.60401406
7.88493000 5.28652000 6.61561000 -15608.68719386 2629.42335934 -11913.77838046
0.30972200 5.83744000 3.29850000 13451.46423797 -7402.69824889 -27681.88237801
3.36045000 7.79372000 0.19752400 -15279.72704329 -29005.00516427 18968.03278198
6.51480000 9.07313000 4.14820000 -7656.18048541 -11038.78883577 -9621.64467187
7.29566000 2.86952000 0.07828140 -11142.88954361 11890.06866935 8353.06047732
8.72067000 2.23708000 4.52956000 -11692.79206456 7597.20303669 -10066.35351065
6.71428000 3.36358000 8.85457000 -10037.36986660 6103.76958761 -8351.07334299
8.26867000 7.68242000 0.66656100 -16548.71844780 -4869.61969243 14173.64875718
0.97005600 4.93874000 0.02384430 -586.87289251 7584.09427638 35323.51360705
